350	0.120753636
351	0.120971818
352	0.121337273
353	0.121711818
354	0.12211
355	0.122553636
356	0.123060909
357	0.123625455
358	0.124142727
359	0.124671818
360	0.125199091
361	0.125654545
362	0.125996364
363	0.126297273
364	0.126591818
365	0.126856364
366	0.127116364
367	0.127489091
368	0.128052727
369	0.128793636
370	0.129615455
371	0.130473636
372	0.131343636
373	0.132229091
374	0.133018182
375	0.133718182
376	0.134394545
377	0.135036364
378	0.135740909
379	0.136604545
380	0.137451818
381	0.138322727
382	0.139345455
383	0.140588182
384	0.141859091
385	0.142817273
386	0.143521818
387	0.144116364
388	0.144651818
389	0.145210909
390	0.14591
391	0.146851818
392	0.147975455
393	0.148166364
394	0.149979091
395	0.151769091
396	0.152209091
397	0.153550909
398	0.154076364
399	0.153695455
400	0.15381
401	0.153416364
402	0.153194545
403	0.153508182
404	0.154654545
405	0.15619
406	0.157625455
407	0.158452727
408	0.159821818
409	0.160501818
410	0.160589091
411	0.160334545
412	0.161186364
413	0.162041818
414	0.163076364
415	0.16461
416	0.164533636
417	0.164784545
418	0.165607273
419	0.166216364
420	0.16678
421	0.167633636
422	0.168609091
423	0.168931818
424	0.169474545
425	0.170159091
426	0.171163636
427	0.17274
428	0.173586364
429	0.174295455
430	0.176126364
431	0.176920909
432	0.177501818
433	0.17833
434	0.178944545
435	0.17983
436	0.180630909
437	0.181187273
438	0.182206364
439	0.183558182
440	0.184655455
441	0.185322727
442	0.185828182
443	0.186243636
444	0.187075455
445	0.188406364
446	0.189226364
447	0.189964545
448	0.190706364
449	0.191143636
450	0.191833636
451	0.192842727
452	0.193511818
453	0.19383
454	0.194633636
455	0.195544545
456	0.195884545
457	0.196333636
458	0.196699091
459	0.197061818
460	0.197307273
461	0.197777273
462	0.19803
463	0.198545455
464	0.199356364
465	0.200035455
466	0.200605455
467	0.201129091
468	0.201335455
469	0.201668182
470	0.202036364
471	0.202320909
472	0.202964545
473	0.203564545
474	0.203745455
475	0.203956364
476	0.204519091
477	0.205199091
478	0.205536364
479	0.205812727
480	0.206404545
481	0.207065455
482	0.207670909
483	0.208573636
484	0.209430909
485	0.21008
486	0.210644545
487	0.211198182
488	0.21176
489	0.212656364
490	0.212841818
491	0.213534545
492	0.214147273
493	0.21478
494	0.215910909
495	0.21647
496	0.216693636
497	0.217231818
498	0.218471818
499	0.219572727
500	0.220341818
501	0.220958182
502	0.221528182
503	0.222089091
504	0.222715455
505	0.223833636
506	0.224560909
507	0.22536
508	0.226216364
509	0.226752727
510	0.227459091
511	0.228410909
512	0.228900909
513	0.229884545
514	0.230774545
515	0.231370909
516	0.232327273
517	0.233017273
518	0.233809091
519	0.234436364
520	0.234923636
521	0.235583636
522	0.236466364
523	0.236990909
524	0.238000909
525	0.238946364
526	0.23973
527	0.240989091
528	0.241636364
529	0.242034545
530	0.242697273
531	0.243839091
532	0.244860909
533	0.245564545
534	0.246324545
535	0.247300909
536	0.248252727
537	0.24896
538	0.249719091
539	0.250354545
540	0.251191818
541	0.251984545
542	0.252857273
543	0.253393636
544	0.254047273
545	0.25518
546	0.255868182
547	0.256592727
548	0.257505455
549	0.258343636
550	0.259303636
551	0.260744545
552	0.261523636
553	0.262507273
554	0.26358
555	0.264734545
556	0.265718182
557	0.266862727
558	0.267654545
559	0.268348182
560	0.268715455
561	0.26953
562	0.270173636
563	0.270631818
564	0.271391818
565	0.272165455
566	0.272985455
567	0.273784545
568	0.274835455
569	0.275859091
570	0.276778182
571	0.277604545
572	0.278535455
573	0.279305455
574	0.280293636
575	0.281146364
576	0.281936364
577	0.282815455
578	0.283454545
579	0.28412
580	0.284850909
581	0.285301818
582	0.285740909
583	0.286228182
584	0.286534545
585	0.287097273
586	0.287571818
587	0.288052727
588	0.288843636
589	0.289655455
590	0.290245455
591	0.290621818
592	0.291254545
593	0.291902727
594	0.292493636
595	0.293030909
596	0.293521818
597	0.293891818
598	0.29423
599	0.294908182
600	0.295285455
601	0.295664545
602	0.296027273
603	0.296250909
604	0.29652
605	0.296847273
606	0.297181818
607	0.297473636
608	0.297750909
609	0.298033636
610	0.298073636
611	0.298488182
612	0.298719091
613	0.298990909
614	0.298937273
615	0.299404545
616	0.299642727
617	0.299566364
618	0.299933636
619	0.300358182
620	0.300301818
621	0.300464545
622	0.300719091
623	0.300931818
624	0.301208182
625	0.301362727
626	0.301355455
627	0.301470909
628	0.301647273
629	0.301484545
630	0.301595455
631	0.302037273
632	0.301877273
633	0.302051818
634	0.302428182
635	0.302566364
636	0.302415455
637	0.302572727
638	0.302672727
639	0.303115455
640	0.303227273
641	0.303397273
642	0.303761818
643	0.303901818
644	0.304023636
645	0.304159091
646	0.304473636
647	0.304292727
648	0.304405455
649	0.304378182
650	0.304790909
651	0.304760909
652	0.30494
653	0.305060909
654	0.305157273
655	0.305337273
656	0.305665455
657	0.30574
658	0.305681818
659	0.305665455
660	0.305897273
661	0.306038182
662	0.306145455
663	0.306228182
664	0.306377273
665	0.30652
666	0.30631
667	0.30672
668	0.306745455
669	0.306629091
670	0.306802727
671	0.307206364
672	0.307344545
673	0.307466364
674	0.307613636
675	0.307745455
676	0.307783636
677	0.307973636
678	0.308084545
679	0.308204545
680	0.308511818
681	0.308478182
682	0.308589091
683	0.308637273
684	0.308876364
685	0.308976364
686	0.308787273
687	0.3093
688	0.309700909
689	0.309654545
690	0.309673636
691	0.309814545
692	0.309659091
693	0.309788182
694	0.310241818
695	0.310387273
696	0.310182727
697	0.310289091
698	0.310419091
699	0.310875455
700	0.31101
701	0.311165455
702	0.311328182
703	0.311469091
704	0.311573636
705	0.311850909
706	0.312111818
707	0.312246364
708	0.312377273
709	0.312513636
710	0.312655455
711	0.312754545
712	0.312889091
713	0.313050909
