spec,443,490,565,670,763,765,865,910
400,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0
423,0.007097804,0,0,0,0,0,0,0
424,0.007351252,0,0,0,0,0,0,0
425,0.007418125,0,0,0,0,0,0,0
426,0.008893333,0,0,0,0,0,0,0
427,0.01142,0,0,0,0,0,0,0
428,0.016706667,0,0,0,0,0,0,0
429,0.02906,0,0,0,0,0,0,0
430,0.059353333,0,0,0,0,0,0,0
431,0.1375,0,0,0,0,0,0,0
432,0.303566667,0,0,0,0,0,0,0
433,0.512726667,0,0,0,0,0,0,0
434,0.611123333,0,0,0,0,0,0,0
435,0.620063333,0,0,0,0,0,0,0
436,0.622773333,0,0,0,0,0,0,0
437,0.637316667,0,0,0,0,0,0,0
438,0.658526667,0,0,0,0,0,0,0
439,0.66843,0,0,0,0,0,0,0
440,0.681196667,0,0,0,0,0,0,0
441,0.699453333,0,0,0,0,0,0,0
442,0.712676667,0,0,0,0,0,0,0
443,0.734606667,0,0,0,0,0,0,0
444,0.775513333,0,0,0,0,0,0,0
445,0.810893333,0,0,0,0,0,0,0
446,0.852056667,0,0,0,0,0,0,0
447,0.902936667,0,0,0,0,0,0,0
448,0.950236667,0,0,0,0,0,0,0
449,1,0,0,0,0,0,0,0
450,0.96659,0,0,0,0,0,0,0
451,0.7502,0,0,0,0,0,0,0
452,0.51552,0,0,0,0,0,0,0
453,0.316286667,0,0,0,0,0,0,0
454,0.189636667,0,0,0,0,0,0,0
455,0.11502,0,0,0,0,0,0,0
456,0.069766667,0,0,0,0,0,0,0
457,0.042353333,0,0,0,0,0,0,0
458,0.02762,0,0,0,0,0,0,0
459,0.01957,0,0,0,0,0,0,0
460,0.015066667,0,0,0,0,0,0,0
461,0.01295,0,0,0,0,0,0,0
